codigo;tipo;descricao;cidade;estado;data;ano;hora;aeronave_liberada;status_investigacao;aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo;aeronave_fabricante;motor_tipo;aeronave_motor_quantidade;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_fase_operacao;aeronave_nivel_dano
39809;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;15/01/2010;2010;15:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1989;BRASIL;DECOLAGEM;LEVE
39810;INCIDENTE;ESTOURO DE PNEU;SALVADOR;BA;15/01/2010;2010;18:23:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;10;1979;BRASIL;DECOLAGEM;NENHUM
39828;INCIDENTE;COLISÃO COM AVE;SANTOS;SP;15/01/2010;2010;17:45:00;INDETERMINADO;INDETERMINADA;1;NÃO;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;MONOMOTOR;6;1992;BRASIL;MANOBRA;LEVE
39847;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;SOROCABA;SP;20/01/2010;2010;13:10:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;4;2006;BRASIL;TÁXI;LEVE
39848;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;GUARULHOS;SP;25/01/2010;2010;17:05:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;232;2007;BRASIL;OUTRA FASE;NENHUM
39849;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;23/01/2010;2010;03:30:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2008;BRASIL;SUBIDA;NENHUM
39850;INCIDENTE;COM TREM DE POUSO;BELÉM;PA;26/01/2010;2010;14:30:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;AEROMOT;PISTÃO;MONOMOTOR;2;2006;BRASIL;POUSO;LEVE
39851;INCIDENTE;OUTROS;PASSO FUNDO;RS;19/01/2010;2010;03:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;FOKKER;JATO;BIMOTOR;107;1993;BRASIL;TÁXI;NENHUM
39887;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;09/03/2010;2010;17:45:00;SIM;FINALIZADA;1;SIM;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1982;BRASIL;SUBIDA;SUBSTANCIAL
39910;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;GUARULHOS;SP;08/03/2010;2010;00:49:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;1999;BRASIL;DECOLAGEM;LEVE
39913;INCIDENTE GRAVE;COM PARA-BRISAS / JANELA / PORTA;CRUZEIRO DO SUL;AC;10/03/2010;2010;06:17:00;SIM;FINALIZADA;1;SIM;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;11;1993;BRASIL;DECOLAGEM;NENHUM
39914;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;LONDRINA;PR;09/03/2010;2010;21:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1992;BRASIL;CIRCUITO DE TRÁFEGO;NENHUM
39916;INCIDENTE GRAVE;ESTOURO DE PNEU;MANAUS;AM;07/03/2010;2010;19:35:00;SIM;FINALIZADA;1;SIM;AVIÃO;LEARJET;JATO;BIMOTOR;10;1981;BRASIL;DECOLAGEM;LEVE
39930;INCIDENTE GRAVE;PROBLEMAS FISIOLÓGICOS;CURITIBA;PR;16/02/2010;2010;16:25:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;7;1991;BRASIL;CRUZEIRO;NENHUM
39933;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;BELO HORIZONTE;MG;26/02/2010;2010;11:19:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;BIMOTOR;6;1976;BRASIL;DESCIDA;DESTRUÍDA
39967;INCIDENTE;FALHA DO MOTOR EM VOO;TEIXEIRA DE FREITAS;BA;11/02/2010;2010;15:01:00;INDETERMINADO;INDETERMINADA;1;NÃO;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;5;1976;BRASIL;CRUZEIRO;NENHUM
39969;INCIDENTE;FALHA DO MOTOR EM VOO;SALVADOR;BA;09/02/2010;2010;23:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;154;2009;BRASIL;SUBIDA;NENHUM
39972;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;POÇOS DE CALDAS;MG;08/02/2010;2010;13:55:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1980;BRASIL;CRUZEIRO;NENHUM
39987;INCIDENTE;ESTOURO DE PNEU;RIO DE JANEIRO;RJ;24/02/2010;2010;19:37:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;1;1950;BRASIL;POUSO;LEVE
39988;INCIDENTE;ESTOURO DE PNEU;CURITIBA;PR;22/02/2010;2010;16:00:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1977;BRASIL;CORRIDA APÓS POUSO;LEVE
39992;ACIDENTE;EXCURSÃO DE PISTA;SÃO PAULO;SP;17/02/2010;2010;20:07:00;SIM;FINALIZADA;1;SIM;AVIÃO;EMBRAER;JATO;BIMOTOR;6;2009;BRASIL;CORRIDA APÓS POUSO;LEVE
39993;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;LONDRINA;PR;11/03/2010;2010;12:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1969;BRASIL;DECOLAGEM;LEVE
40027;INCIDENTE;PERDA DE CONTROLE NO SOLO;BLUMENAU;SC;15/03/2010;2010;21:05:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1990;BRASIL;DECOLAGEM;LEVE
40069;ACIDENTE;PERDA DE CONTROLE NO SOLO;SÃO PAULO;SP;10/01/2010;2010;14:50:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;7;1999;BRASIL;PARTIDA DO MOTOR;DESTRUÍDA
40087;ACIDENTE;FALHA DO MOTOR EM VOO;ANÁPOLIS;GO;26/03/2010;2010;10:45:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1969;BRASIL;DECOLAGEM;SUBSTANCIAL
40088;ACIDENTE;POUSO LONGO;UIRAMUTÃ;RR;19/03/2010;2010;13:10:00;SIM;FINALIZADA;1;SIM;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1974;BRASIL;POUSO;SUBSTANCIAL
40089;ACIDENTE;PERDA DE CONTROLE EM VOO;VILA BELA DA SANTÍSSIMA TRINDADE;MT;28/03/2010;2010;15:10:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;1973;BRASIL;OUTRA FASE;SUBSTANCIAL
40327;INCIDENTE;TRÁFEGO AÉREO;PORTO ALEGRE;RS;12/04/2010;2010;13:13:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;2009;BRASIL;TÁXI;NENHUM
40328;ACIDENTE;PERDA DE CONTROLE NO SOLO;CORRENTINA;BA;15/04/2010;2010;17:25:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1978;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
40329;INCIDENTE;ESTOURO DE PNEU;SÃO PAULO;SP;18/03/2010;2010;12:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;11;1985;BRASIL;POUSO;LEVE
40330;INCIDENTE;OUTROS;RIO DE JANEIRO;RJ;24/03/2010;2010;11:35:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;0;1987;ESTADOS UNIDOS;OUTRA FASE;NENHUM
40331;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;CAMPINAS;SP;28/02/2010;2010;09:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;DASSAULT AVIATION;JATO;TRIMOTOR;17;2008;BRASIL;DESCIDA;NENHUM
40332;INCIDENTE;TRÁFEGO AÉREO;MACAÉ;RJ;20/03/2010;2010;21:58:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;2007;BRASIL;APROXIMAÇÃO FINAL;NENHUM
40349;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;03/01/2010;2010;11:05:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2001;BRASIL;DECOLAGEM;LEVE
40350;INCIDENTE GRAVE;PANE SECA;UIRAMUTÃ;RR;17/04/2010;2010;20:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BRITTEN-NORMAN;PISTÃO;BIMOTOR;10;1971;BRASIL;SUBIDA;LEVE
40351;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;03/01/2010;2010;03:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;154;2008;BRASIL;INDETERMINADA;LEVE
40352;INCIDENTE;TRÁFEGO AÉREO;CUIABÁ;MT;16/04/2010;2010;20:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;52;1996;BRASIL;ESPERA;NENHUM
40412;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MACAPÁ;AP;16/04/2010;2010;21:55:00;INDETERMINADO;INDETERMINADA;1;NÃO;AVIÃO;INDETERMINADO;PISTÃO;MONOMOTOR;2;2009;BRASIL;POUSO;LEVE
40413;INCIDENTE;FALHA DO MOTOR EM VOO;MACAÉ;RJ;18/04/2010;2010;18:25:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;2004;BRASIL;CRUZEIRO;NENHUM
40414;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;10/01/2010;2010;03:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;166;2006;BRASIL;INDETERMINADA;LEVE
40447;ACIDENTE;INDETERMINADO;MANGARATIBA;RJ;21/04/2010;2010;18:55:00;INDETERMINADO;ATIVA;1;NÃO;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;4;2005;BRASIL;CRUZEIRO;DESTRUÍDA
40489;INCIDENTE;VAZAMENTO DE OUTROS FLUIDOS;CAMPINAS;SP;21/04/2010;2010;17:01:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;125;2009;BRASIL;CRUZEIRO;NENHUM
40508;INCIDENTE;COM TREM DE POUSO;BELO HORIZONTE;MG;21/04/2010;2010;14:44:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;6;1981;BRASIL;CIRCUITO DE TRÁFEGO;NENHUM
40554;ACIDENTE;PERDA DE CONTROLE EM VOO;RESENDE;RJ;27/04/2010;2010;18:47:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;2;2003;BRASIL;MANOBRA;DESTRUÍDA
40572;ACIDENTE;FALHA DO MOTOR EM VOO;PORTO ALEGRE;RS;28/04/2010;2010;14:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1982;BRASIL;DECOLAGEM;SUBSTANCIAL
40573;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;ITAPETINGA;BA;01/05/2010;2010;15:40:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1965;BRASIL;CRUZEIRO;LEVE
40575;INCIDENTE;ESTOURO DE PNEU;MANAUS;AM;01/05/2010;2010;16:15:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;7;1990;BRASIL;TÁXI;LEVE
40576;INCIDENTE;FALHA DO MOTOR EM VOO;MACAÉ;RJ;21/04/2010;2010;18:37:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;BIMOTOR;13;2005;BRASIL;CRUZEIRO;NENHUM
40577;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPOS DOS GOYTACAZES;RJ;21/04/2010;2010;12:52:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;14;1984;BRASIL;SUBIDA;NENHUM
40579;INCIDENTE;COM TREM DE POUSO;CURITIBA;PR;04/05/2010;2010;13:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;7;1990;BRASIL;RETA FINAL;NENHUM
40581;INCIDENTE;ESTOURO DE PNEU;RIO DE JANEIRO;RJ;21/04/2010;2010;13:20:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;4;1973;BRASIL;CORRIDA APÓS POUSO;LEVE
40583;INCIDENTE;PERDA DE COMPONENTE NO SOLO;SALVADOR;BA;30/04/2010;2010;16:35:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;8;1996;BRASIL;DECOLAGEM;LEVE
40617;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;27/01/2010;2010;20:06:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2008;BRASIL;DECOLAGEM;LEVE
40620;INCIDENTE GRAVE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;GUARULHOS;SP;06/05/2010;2010;15:50:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;FOKKER;JATO;BIMOTOR;107;1992;BRASIL;CRUZEIRO;NENHUM
40621;INCIDENTE GRAVE;COM TREM DE POUSO;POÇOS DE CALDAS;MG;05/05/2010;2010;21:05:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;1980;BRASIL;POUSO;LEVE
40622;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;05/05/2010;2010;17:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;7;1986;BRASIL;DESCIDA;LEVE
40623;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;30/04/2010;2010;09:55:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;71;1995;BRASIL;OUTRA FASE;NENHUM
40624;INCIDENTE;ESTOURO DE PNEU;SÃO LUÍS;MA;06/05/2010;2010;17:05:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;173;0;BRASIL;CORRIDA APÓS POUSO;LEVE
40652;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;CUIABÁ;MT;30/04/2010;2010;19:00:00;INDETERMINADO;FINALIZADA;1;SIM;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1992;BRASIL;CORRIDA APÓS POUSO;NENHUM
40732;INCIDENTE GRAVE;FALHA DO MOTOR EM VOO;CAMAÇARI;BA;08/05/2010;2010;15:05:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1965;BRASIL;MANOBRA;NENHUM
40774;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;01/05/2010;2010;02:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;183;1993;BRASIL;DECOLAGEM;NENHUM
40791;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;07/05/2010;2010;10:28:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;52;1996;BRASIL;SUBIDA;NENHUM
40793;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO NACIONAL;TO;07/05/2010;2010;16:41:00;SIM;FINALIZADA;1;SIM;AVIÃO;AEROMOT;PISTÃO;MONOMOTOR;2;2008;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
40819;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;NIQUELÂNDIA;GO;28/04/2010;2010;18:30:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;7;1985;BRASIL;DECOLAGEM;LEVE
40821;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANICORÉ;AM;05/05/2010;2010;09:32:00;SIM;FINALIZADA;1;NÃO;ULTRALEVE;CHS AMAZONAS IMP E EXP LTDA;PISTÃO;MONOMOTOR;2;2008;BRASIL;DECOLAGEM;NENHUM
40823;INCIDENTE GRAVE;COM TREM DE POUSO;PALMAS;PR;09/09/2010;2010;18:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;7;1981;BRASIL;POUSO;LEVE
40825;INCIDENTE;SOPRO DE REATOR;BELO HORIZONTE;MG;06/05/2010;2010;18:48:00;SIM;FINALIZADA;1;NÃO;AVIÃO;LEARJET;JATO;BIMOTOR;10;2008;BRASIL;ESTACIONAMENTO;LEVE
40826;INCIDENTE;TRÁFEGO AÉREO;MARÍLIA;SP;12/04/2010;2010;13:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;50;1994;BRASIL;DESCIDA;NENHUM
40827;INCIDENTE;TRÁFEGO AÉREO;PENÁPOLIS;SP;30/03/2010;2010;20:45:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;50;1994;BRASIL;SUBIDA;NENHUM
40834;INCIDENTE;FALHA DO MOTOR EM VOO;ILHÉUS;BA;10/05/2010;2010;23:55:00;SIM;FINALIZADA;1;NÃO;AVIÃO;HAWKER BEECHCRAFT;JATO;BIMOTOR;8;2008;BRASIL;SUBIDA;LEVE
40835;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;UBERABA;MG;08/05/2010;2010;13:14:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;ROBINSON HELICOPTER;TURBOEIXO;MONOMOTOR;0;2007;ESTADOS UNIDOS;CRUZEIRO;NENHUM
40837;INCIDENTE;PERDA DE COMPONENTE EM VOO;CUIABÁ;MT;07/05/2010;2010;22:17:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;7;1978;BRASIL;DECOLAGEM;NENHUM
40839;ACIDENTE;FALHA DO MOTOR EM VOO;ITÁPOLIS;SP;10/05/2010;2010;20:30:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;0;0;BRASIL;SUBIDA;LEVE
40842;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;04/05/2010;2010;18:00:00;SIM;FINALIZADA;1;NÃO;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;8;2006;BRASIL;SUBIDA;LEVE
40843;ACIDENTE;OUTROS;LUCAS DO RIO VERDE;MT;08/05/2010;2010;18:30:00;INDETERMINADO;INDETERMINADA;1;NÃO;ULTRALEVE;INDETERMINADO;PISTÃO;MONOMOTOR;2;2009;BRASIL;DECOLAGEM;SUBSTANCIAL
40853;INCIDENTE;COM COMANDOS DE VOO;MARÍLIA;SP;14/05/2010;2010;18:25:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;50;1994;BRASIL;CORRIDA APÓS POUSO;NENHUM
40855;ACIDENTE;FALHA DO MOTOR EM VOO;MANAUS;AM;13/05/2010;2010;18:58:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;7;1979;BRASIL;SUBIDA;DESTRUÍDA
40933;ACIDENTE;FALHA DO MOTOR EM VOO;CÁCERES;MT;15/05/2010;2010;20:40:00;INDETERMINADO;FINALIZADA;1;NÃO;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;4;1974;BRASIL;APROXIMAÇÃO FINAL;SUBSTANCIAL
41053;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;CASCAVEL;PR;19/05/2010;2010;08:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;TURBOÉLICE;BIMOTOR;20;1976;BRASIL;POUSO;DESTRUÍDA
41054;INCIDENTE;COLISÃO COM AVE;MONTE ALEGRE;PA;18/05/2010;2010;14:55:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;6;1974;BRASIL;OUTRA FASE;LEVE
41132;INCIDENTE;OUTROS;SÃO PAULO;SP;20/05/2010;2010;03:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;BOEING COMPANY;JATO;TRIMOTOR;7;1974;BRASIL;SUBIDA;NENHUM
41155;ACIDENTE;PERDA DE CONTROLE NO SOLO;JUNDIAÍ;SP;20/05/2010;2010;19:35:00;SIM;FINALIZADA;1;SIM;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;0;0;ESTADOS UNIDOS;CORRIDA APÓS POUSO;SUBSTANCIAL
41172;INCIDENTE;OUTROS;PARAUAPEBAS;PA;22/05/2010;2010;19:02:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;4;2004;BRASIL;TÁXI;NENHUM
41174;INCIDENTE;COLISÃO COM AVE;MACEIÓ;AL;18/05/2010;2010;21:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;EMBRAER;JATO;BIMOTOR;93;2009;BRASIL;DECOLAGEM;LEVE
41177;ACIDENTE;PERDA DE CONTROLE NO SOLO;GOIÂNIA;GO;20/05/2010;2010;20:05:00;INDETERMINADO;ATIVA;1;SIM;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1993;BRASIL;DECOLAGEM;SUBSTANCIAL
41178;INCIDENTE;PERDA DE CONTROLE NO SOLO;CAMPINAS;SP;21/05/2010;2010;15:40:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;3;1992;BRASIL;CORRIDA APÓS POUSO;LEVE
41179;INCIDENTE GRAVE;COM TREM DE POUSO;BRASÍLIA;DF;20/05/2010;2010;22:20:00;SIM;FINALIZADA;1;NÃO;AVIÃO;FOKKER;JATO;BIMOTOR;107;1991;BRASIL;CORRIDA APÓS POUSO;SUBSTANCIAL
41181;INCIDENTE;FALHA DO MOTOR EM VOO;CASCAVEL;PR;25/02/2010;2010;11:17:00;SIM;FINALIZADA;1;NÃO;AVIÃO;LET AIRCRAFT INDUSTRIES;TURBOÉLICE;BIMOTOR;21;1988;BRASIL;APROXIMAÇÃO FINAL;NENHUM
41224;INCIDENTE;ESTOURO DE PNEU;GOIÂNIA;GO;26/05/2010;2010;15:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;2;1972;BRASIL;DECOLAGEM;NENHUM
41235;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;23/05/2010;2010;15:35:00;SIM;FINALIZADA;1;NÃO;AVIÃO;FOKKER;JATO;BIMOTOR;107;1992;BRASIL;SUBIDA;NENHUM
41236;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;FELIZ DESERTO;AL;29/05/2010;2010;09:55:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1982;BRASIL;OUTRA FASE;DESTRUÍDA
41252;INCIDENTE;FALHA DO MOTOR EM VOO;SÃO LUÍS;MA;26/05/2010;2010;14:10:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;4;0;BRASIL;DECOLAGEM;NENHUM
41272;INCIDENTE;ESTOURO DE PNEU;FORTALEZA;CE;29/05/2010;2010;19:38:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;2;1991;BRASIL;DECOLAGEM;LEVE
41274;ACIDENTE;OUTROS;BOCAINA;SP;27/05/2010;2010;12:00:00;INDETERMINADO;ATIVA;1;NÃO;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;0;0;PARAGUAI;POUSO;DESTRUÍDA
41374;ACIDENTE;PERDA DE CONTROLE EM VOO;CORRENTINA;BA;26/05/2010;2010;14:00:00;SIM;FINALIZADA;1;NÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;1;1980;BRASIL;OUTRA FASE;DESTRUÍDA
41375;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;29/05/2010;2010;15:45:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;184;2002;BRASIL;DECOLAGEM;NENHUM
41376;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO SEGURO;BA;29/05/2010;2010;13:50:00;SIM;FINALIZADA;1;NÃO;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;232;2009;BRASIL;OUTRA FASE;NENHUM
